dataset,datasetTitle,publisher,themes
http://data.europa.eu/88u/dataset/https-dane-gov-pl-pl-dataset-1543-uprawnienia-do-nadawania-stopni-naukowych-w-okreslonej-dyscyplinie,Uprawnienia do nadawania stopni naukowych w określonej dyscyplinie,"https://dane.gov.pl/pl/institution/117,wyzsza-szkola-policji-w-szczytnie",http://publications.europa.eu/resource/authority/data-theme/EDUC
http://data.europa.eu/88u/dataset/financial-transactions-data-herefordshire-primary-care-trust,"Spend over £25,000 in Herefordshire Primary Care Trust",nodeID://b3221570465,http://publications.europa.eu/resource/authority/data-theme/GOVE
http://data.europa.eu/88u/dataset/ncehm6hyy9vqqufaveorw,"Students by age, sex and NUTS 2 region (1998-2012)",http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/ECON|http://publications.europa.eu/resource/authority/data-theme/GOVE|http://publications.europa.eu/resource/authority/data-theme/HEAL|http://publications.europa.eu/resource/authority/data-theme/JUST|http://publications.europa.eu/resource/authority/data-theme/REGI|http://publications.europa.eu/resource/authority/data-theme/SOCI
http://data.europa.eu/88u/dataset/c9rafic9vehkinq44k4dqw,Participation rate of employees in education and training (last 4 weeks) by NACE Rev. 2 activity (2008-2026),http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/HEAL|http://publications.europa.eu/resource/authority/data-theme/JUST|http://publications.europa.eu/resource/authority/data-theme/SOCI
http://data.europa.eu/88u/dataset/rushmoor-500-spend,Rushmoor £500 Spend,nodeID://b3221567227,http://publications.europa.eu/resource/authority/data-theme/GOVE
http://data.europa.eu/88u/dataset/3ypapudp9sl5or1wrvz8w,Persons in full-time/part-time employment by economic activity (NACE Rev. 2) (2008-2026),http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/HEAL|http://publications.europa.eu/resource/authority/data-theme/JUST|http://publications.europa.eu/resource/authority/data-theme/SOCI
http://data.europa.eu/88u/dataset/4pn7ymbtb8mxoq2zb19rq,Population not participating in education or training by main reason and educational attainment level,http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/HEAL|http://publications.europa.eu/resource/authority/data-theme/JUST|http://publications.europa.eu/resource/authority/data-theme/SOCI
http://data.europa.eu/88u/dataset/qbbhz1w49mzyutk8vb7uuq,"Environmental protection expenditure by size class (NACE Rev. 1.1, C-E) (2001-2007)",http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/ECON
http://data.europa.eu/88u/dataset/https-monitor-statnipokladna-gov-cz-api-opendata-monitor-finoss-2018_04_data_csuis_misris,FIN 1-12 OSS - Budget Fulfillment of CHAP and OSS - period 04/2018,https://rpp-opendata.egon.gov.cz/odrpp/zdroj/orgán-veřejné-moci/00006947,http://publications.europa.eu/resource/authority/data-theme/ECON|http://publications.europa.eu/resource/authority/data-theme/GOVE
http://data.europa.eu/88u/dataset/avf4p0fkluez4k6jr7ljg,Recycling of batteries and accumulators,http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/ENER|http://publications.europa.eu/resource/authority/data-theme/ENVI
http://data.europa.eu/88u/dataset/cps-case-outcomes-by-principal-offence-category-june-2011,Crown Prosecution Service case outcomes by principal offence category - June 2011,nodeID://b686699941,http://publications.europa.eu/resource/authority/data-theme/JUST
http://data.europa.eu/88u/dataset/bjf8ldhrosgvhwjrs8kknw~~1,Unemployment by sex,http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/HEAL|http://publications.europa.eu/resource/authority/data-theme/JUST|http://publications.europa.eu/resource/authority/data-theme/SOCI
http://data.europa.eu/88u/dataset/https-dane-gov-pl-pl-dataset-5705-ceny-ofertowe-mieszkan-dewelopera-king-cross-management-sp-z-oo-w-2025-r,Offer prices of apartments of developer King Cross Management Sp. z o.o. - investment Osiedle Termalne in 2026.,"https://dane.gov.pl/pl/institution/577,king-cross-management-sp-z-o-o",http://publications.europa.eu/resource/authority/data-theme/ECON
http://data.europa.eu/88u/dataset/numbers-and-rates-of-suicides-by-area-2002-to-2013,Numbers and rates of suicides by Area 2002 to 2013,nodeID://b2177293789,http://publications.europa.eu/resource/authority/data-theme/SOCI
http://data.europa.eu/88u/dataset/goats-pyr-identitas,Goats - Age pyramid,http://www.identitas.ch/,http://publications.europa.eu/resource/authority/data-theme/AGRI
http://data.europa.eu/88u/dataset/hfzqfitjvjniyf2ppwzkhq,"Frequency of fruit and vegetables consumption by sex, age and educational attainment level",http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/HEAL|http://publications.europa.eu/resource/authority/data-theme/JUST|http://publications.europa.eu/resource/authority/data-theme/SOCI
http://data.europa.eu/88u/dataset/rqvwsqwd1fyffq0lcrjpa,Participation in early childhood education by sex (children aged 3 and over),http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/HEAL|http://publications.europa.eu/resource/authority/data-theme/JUST|http://publications.europa.eu/resource/authority/data-theme/SOCI
http://data.europa.eu/88u/dataset/urn-ine-es-tabla-tpx-59161,Overnight stays of the guests by country of residence and category. EOH (Identificador API: 59161),http://datos.gob.es/recurso/sector-publico/org/Organismo/EA0010587,http://datos.gob.es/kos/sector-publico/sector/turismo|http://publications.europa.eu/resource/authority/data-theme/ECON
http://data.europa.eu/88u/dataset/gpc-spend-financial-transactions-data-nhs-blood-and-transplant,GPC Spend over £500 in NHS Blood and Transplant,nodeID://b693942515,http://publications.europa.eu/resource/authority/data-theme/GOVE
http://data.europa.eu/88u/dataset/https-monitor-statnipokladna-gov-cz-api-opendata-monitor-penezni-toky-2018_12_data_csuis_ppt,Statement of Cashflow - period 12/2018,https://rpp-opendata.egon.gov.cz/odrpp/zdroj/orgán-veřejné-moci/00006947,http://publications.europa.eu/resource/authority/data-theme/ECON|http://publications.europa.eu/resource/authority/data-theme/GOVE
http://data.europa.eu/88u/dataset/https-data-gov-lt-datasets-1952-,Income and expenses from financial and investment activities,nodeID://b5363223140,http://publications.europa.eu/resource/authority/data-theme/ECON
http://data.europa.eu/88u/dataset/ofwat-workforce-management-information,Ofwat workforce management information,nodeID://b5449412364,http://publications.europa.eu/resource/authority/data-theme/GOVE
http://data.europa.eu/88u/dataset/2dsh8etra2tgcf9n0zf2bw,Severe material and social deprivation rate by age and sex,http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/HEAL|http://publications.europa.eu/resource/authority/data-theme/JUST|http://publications.europa.eu/resource/authority/data-theme/SOCI
http://data.europa.eu/88u/dataset/https-dane-gov-pl-pl-dataset-11277-ceny-ofertowe-mieszkan-dewelopera-developer-wasile,"Ceny ofertowe mieszkań dewelopera ""Developer Wasilewski"" Spółka z ograniczoną odpowiedzialnością sp.k.","https://dane.gov.pl/pl/institution/923,developer-wasilewski-spolka-z-ograniczona-odpowied",http://publications.europa.eu/resource/authority/data-theme/ECON
http://data.europa.eu/88u/dataset/33947639-bundesamt-fur-statistik-bfs~~1,Occupied dwellings by occupancy status and canton,https://www.bfs.admin.ch/,http://publications.europa.eu/resource/authority/data-theme/SOCI
http://data.europa.eu/88u/dataset/zhz9ubabqcklpszaafx8a,Enterprises that obtained intra-group loans for R&D or other innovation activities within the enterprise group by NACE Rev. 2 activity and size class (2018),http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/ECON|http://publications.europa.eu/resource/authority/data-theme/SOCI|http://publications.europa.eu/resource/authority/data-theme/TECH
http://data.europa.eu/88u/dataset/https-dane-gov-pl-pl-dataset-8583-ceny-ofertowe-mieszkan-dewelopera-md-z-w-2025-r,Offer prices of apartments of developer MD-Z in 2025.,"https://dane.gov.pl/pl/institution/2864,md-z-sp-z-oo",http://publications.europa.eu/resource/authority/data-theme/ECON
http://data.europa.eu/88u/dataset/https-dane-gov-pl-pl-dataset-5518-ceny-ofertowe-mieszkan-dewelopera-dys2-sp-z-oo-w-2025-r,Offer prices of apartments of developer DYS2 Sp. z o.o. in 2025.,"https://dane.gov.pl/pl/institution/1815,dys2-sp-z-oo",http://publications.europa.eu/resource/authority/data-theme/ECON
http://data.europa.eu/88u/dataset/kpi-opc02,Schools Electricity - Cost (£),nodeID://b686678219,http://publications.europa.eu/resource/authority/data-theme/EDUC
http://data.europa.eu/88u/dataset/jrc-citsci-cs-survey-15,Data Management Survey of Citizen Science Projects - 2015,http://publications.europa.eu/resource/authority/corporate-body/JRC,http://publications.europa.eu/resource/authority/data-theme/TECH
http://data.europa.eu/88u/dataset/https-data-gov-lt-datasets-2211-,"Lithuanian Rural Development Program 2014-2020 measure &quot;Natura 2000 payments and payments related to the General Water Framework Directive&quot;, crops, 2016",nodeID://b5363235491,http://publications.europa.eu/resource/authority/data-theme/AGRI
http://data.europa.eu/88u/dataset/aull4riroghyz2g9jghq,"Turnover from the provision of postal services, domestically",http://publications.europa.eu/resource/authority/corporate-body/GROW,http://publications.europa.eu/resource/authority/data-theme/GOVE
http://data.europa.eu/88u/dataset/national-assembly-wales-constituencies-december-2016-full-extent-boundaries-in-wales4,National Assembly Wales Constituencies (December 2016) Full Extent Boundaries in Wales,nodeID://b3216799302,http://publications.europa.eu/resource/authority/data-theme/REGI
http://data.europa.eu/88u/dataset/bdc-counter-fraud-work,BDC Counter-Fraud Work,nodeID://b723575681,http://publications.europa.eu/resource/authority/data-theme/GOVE
http://data.europa.eu/88u/dataset/https-dane-gov-pl-pl-dataset-5068-inwestycja-katowice-sloneczna-1-na-koszutce-i-wawe,"Inwestycja Katowice, Słoneczna 1 - Na Koszutce I- Wawel Service","https://dane.gov.pl/pl/institution/727,na-koszutce-wawel-service-deweloper-spolka-z-ogran",http://publications.europa.eu/resource/authority/data-theme/ECON
http://data.europa.eu/88u/dataset/staff-organograms-and-pay-scottish-court-service,Organogram and staff pay data for Scottish Court Service,nodeID://b686689301,http://publications.europa.eu/resource/authority/data-theme/GOVE
http://data.europa.eu/88u/dataset/https-dane-gov-pl-pl-dataset-10697-ceny-ofertowe-lokali-mieszkalnych-dewelopera-pp-pr,Ceny ofertowe lokali mieszkalnych dewelopera PP Projekt Sp. z o.o. w 2025 r.,"https://dane.gov.pl/pl/institution/3539,pp-projekt-sp-oo",http://publications.europa.eu/resource/authority/data-theme/ECON
http://data.europa.eu/88u/dataset/4d9f682a-e4b7-42ed-8c72-3782bd64e5e7,Atmospheric Particles-Equivalent Black Carbon Aethalometer (2019),http://publications.europa.eu/resource/authority/corporate-body/JRC,http://publications.europa.eu/resource/authority/data-theme/ENVI|http://publications.europa.eu/resource/authority/data-theme/TECH
http://data.europa.eu/88u/dataset/https-monitor-statnipokladna-gov-cz-api-opendata-monitor-rozvaha-2010_12_data_csuis_rozv,Balance Sheet - period 12/2010,https://rpp-opendata.egon.gov.cz/odrpp/zdroj/orgán-veřejné-moci/00006947,http://publications.europa.eu/resource/authority/data-theme/ECON|http://publications.europa.eu/resource/authority/data-theme/GOVE
http://data.europa.eu/88u/dataset/goats-ageslaughter-identitas,Goats - Age of goats at slaughter,http://www.identitas.ch/,http://publications.europa.eu/resource/authority/data-theme/AGRI
http://data.europa.eu/88u/dataset/https-dane-gov-pl-pl-dataset-11881-ceny-ofertowe-mieszkan-dewelopera-optimum-property-vii-spoka-z-ograniczona-odpowiedzialnoscia-inwestycja-och-widzew-w-2025-r,Offer prices of apartments of developer OPTIMUM PROPERTY VII SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ - investment OCH! WIDZEW in 2026.,"https://dane.gov.pl/pl/institution/2668,optimum-property-vii-spolka-z-ograniczona-odpowied",http://publications.europa.eu/resource/authority/data-theme/ECON
http://data.europa.eu/88u/dataset/https-dane-gov-pl-pl-dataset-8213-apartamenty-przyjaciol-novisa-development,Apartamenty Przyjaciół - Novisa Development,"https://dane.gov.pl/pl/institution/596,novisa-development-spolka-z-ograniczona-odpowiedzi",http://publications.europa.eu/resource/authority/data-theme/ECON
http://data.europa.eu/88u/dataset/fixed-penalty-notice-abandoned-vehicles,Fixed Penalty Notice - Abandoned Vehicles,nodeID://b723575583,http://publications.europa.eu/resource/authority/data-theme/JUST
http://data.europa.eu/88u/dataset/https-data-gov-lt-datasets-101-,"40RU Preservation and Restoration of Marine Biodiversity. Compensation schemes for mammalian and avian damage to catches ** (Compensatory measure, general information available)",nodeID://b5363228947,http://publications.europa.eu/resource/authority/data-theme/AGRI
http://data.europa.eu/88u/dataset/guildfordbc-public-conveniences,Guildford Borough Council Public Conveniences,nodeID://b697249374,http://publications.europa.eu/resource/authority/data-theme/REGI
http://data.europa.eu/88u/dataset/b2vvdpui7gxnkmztdr3yg~~1,Income of households by NUTS 2 region,http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/ECON|http://publications.europa.eu/resource/authority/data-theme/GOVE|http://publications.europa.eu/resource/authority/data-theme/REGI
http://data.europa.eu/88u/dataset/https-opendata-infrabel-be-explore-dataset-kilometers-sporen-en-aantal-spoortoestellen-per-area-,Kilometers track and number of switches and crossings by area,https://org.belgif.be/id/CbeRegisteredEntity/0869763267,http://publications.europa.eu/resource/authority/data-theme/TRAN
http://data.europa.eu/88u/dataset/local-authority-spend-over-500-derby-city-council,Payments to suppliers with a value over £500 from Derby City Council,nodeID://b3218304863,http://publications.europa.eu/resource/authority/data-theme/GOVE
http://data.europa.eu/88u/dataset/398fa414-cbbc-4f6d-a147-228e8e0ced7e~~1,Articles 15 and 18 Directive 2004/35/CE,http://datos.gob.es/recurso/sector-publico/org/Organismo/E05068001,http://datos.gob.es/kos/sector-publico/sector/medio-ambiente|http://publications.europa.eu/resource/authority/data-theme/ENVI
http://data.europa.eu/88u/dataset/nfh7zshtztbudcptym6m7w,Internet access by NACE Rev. 2 activity,http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/ECON|http://publications.europa.eu/resource/authority/data-theme/SOCI|http://publications.europa.eu/resource/authority/data-theme/TECH
http://data.europa.eu/88u/dataset/8uo679fnb9qunujqf49q,HICP - services,http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/ECON|http://publications.europa.eu/resource/authority/data-theme/GOVE
http://data.europa.eu/88u/dataset/7bsvp7i6mmixsvdawfid4g,"Persons reporting a chronic disease, by disease, sex, age and contry of birth",http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/HEAL|http://publications.europa.eu/resource/authority/data-theme/JUST|http://publications.europa.eu/resource/authority/data-theme/SOCI
http://data.europa.eu/88u/dataset/qf7-expenditure-over-25k-jul-23,QF7 Expenditure Over 25k - Jul-23,nodeID://b3215692450,http://publications.europa.eu/resource/authority/data-theme/HEAL
http://data.europa.eu/88u/dataset/https-dane-gov-pl-pl-dataset-2917-podstawowe-wyniki-generalnego-pomiaru-ruchu-202021,Podstawowe wyniki Generalnego Pomiaru Ruchu 2020/21,"https://dane.gov.pl/pl/institution/55,generalna-dyrekcja-drog-krajowych-i-autostrad",http://publications.europa.eu/resource/authority/data-theme/TRAN
http://data.europa.eu/88u/dataset/https-dane-gov-pl-pl-dataset-4203-2e1af74671ff10bbabce41ea456d718fdbce5719ddc0374de1993af0d43efa80,Sosnowiec: Podmioty odbierające odpady komunalne,"https://dane.gov.pl/pl/institution/457,sosnowiec",http://publications.europa.eu/resource/authority/data-theme/REGI
http://data.europa.eu/88u/dataset/fees-and-charges,Fees and charges from Cheltenham Borough Council,nodeID://b686677166,http://publications.europa.eu/resource/authority/data-theme/ECON
http://data.europa.eu/88u/dataset/wetqvsevimukpvcfzb6lg,"Number of employees by sex, economic activity and length of service with the enterprise (2014)",http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/HEAL|http://publications.europa.eu/resource/authority/data-theme/JUST|http://publications.europa.eu/resource/authority/data-theme/SOCI
http://data.europa.eu/88u/dataset/https-data-gov-lt-datasets-124-,66PRS Processing of fishery and aquaculture products (Simplified support). Categories and types of investments,nodeID://b5363229431,http://publications.europa.eu/resource/authority/data-theme/AGRI
http://data.europa.eu/88u/dataset/lbuaarpc18ghryzd02a,"Innovation active enterprise by type and importance of environmental benefits obtained during the consumption or use of a good or service by the end user, by NACE Rev. 2 activity and size class (CIS2022)",http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/ECON|http://publications.europa.eu/resource/authority/data-theme/SOCI|http://publications.europa.eu/resource/authority/data-theme/TECH
http://data.europa.eu/88u/dataset/https-dane-gov-pl-pl-dataset-765-zbior-danych-numeracji-adresowej-miasta-sulejowek,Zbiór danych numeracji adresowej miasta Sulejówek,"https://dane.gov.pl/pl/institution/85,urzad-miasta-sulejowek",http://publications.europa.eu/resource/authority/data-theme/REGI
http://data.europa.eu/88u/dataset/https-dane-gov-pl-pl-dataset-1442-rejestr-osrodkow-szkolenia-i-egzaminowania,Rejestr ośrodków szkolenia i egzaminowania,"https://dane.gov.pl/pl/institution/21,urzad-transportu-kolejowego",http://publications.europa.eu/resource/authority/data-theme/GOVE
http://data.europa.eu/88u/dataset/a4e0be8d-f227-4fcf-9542-a7835320b838,Belgian HIV/AIDS Cohort Study,https://org.belgif.be/id/CbeRegisteredEntity/0693876830,http://publications.europa.eu/resource/authority/data-theme/HEAL
http://data.europa.eu/88u/dataset/enrolments-by-school-management-type,School Enrolments by School Management Type,nodeID://b686687708,http://publications.europa.eu/resource/authority/data-theme/EDUC
http://data.europa.eu/88u/dataset/https-dane-gov-pl-pl-dataset-3693-liczba-sporzadzonych-aktow-zgonu,Liczba sporządzonych aktów zgonu,"https://dane.gov.pl/pl/institution/436,umlublin",http://publications.europa.eu/resource/authority/data-theme/REGI
http://data.europa.eu/88u/dataset/l936nscnnb25lql6m8mz7g,Environmental tax revenues,http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/ENER|http://publications.europa.eu/resource/authority/data-theme/ENVI
http://data.europa.eu/88u/dataset/method-of-municipal-waste-management-in-the-uk-in-2008-09,Method of Municipal Waste Management in the UK in 2010/11,nodeID://b686700392,http://publications.europa.eu/resource/authority/data-theme/ENVI
http://data.europa.eu/88u/dataset/9jyxefm0os38ogrsf7lcla,"Current depressive symptoms by sex, age and educational attainment level",http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/HEAL|http://publications.europa.eu/resource/authority/data-theme/JUST|http://publications.europa.eu/resource/authority/data-theme/SOCI
http://data.europa.eu/88u/dataset/jrc-luisa-ui-share-green-infrastructure-ref-2014,UI - Share of green infrastructure (LUISA Platform REF2014),http://publications.europa.eu/resource/authority/corporate-body/JRC,http://publications.europa.eu/resource/authority/data-theme/ECON|http://publications.europa.eu/resource/authority/data-theme/TECH
http://data.europa.eu/88u/dataset/oga-govseismic-swob-etrs891,OGA GovSeismic SWoB ETRS89,nodeID://b2210238833,http://publications.europa.eu/resource/authority/data-theme/ENVI
http://data.europa.eu/88u/dataset/sustainability-of-fish-stocks-around-the-uk-1990-to-2009,Fish stocks around the UK fished within safe biological limits,nodeID://b3217450856,http://publications.europa.eu/resource/authority/data-theme/ENVI
http://data.europa.eu/88u/dataset/clinical-dental-report-england-and-wales-2009-10-experimental-statistics,"Clinical Dental Report, England and Wales: 2009/10 - Experimental Statistics",nodeID://b686697317,http://publications.europa.eu/resource/authority/data-theme/HEAL
http://data.europa.eu/88u/dataset/uk-research-and-innovation-organograms-and-senior-salaries,UK Research and Innovation Organograms and Senior Salaries,nodeID://b2832808139,http://publications.europa.eu/resource/authority/data-theme/GOVE
http://data.europa.eu/88u/dataset/https-dane-gov-pl-pl-dataset-9875-ceny-ofertowe-mieszkan-dewelopera-gh-development-6-sp-z-oo,Offer prices of apartments of developer GH Development 6 Sp. z o.o..,"https://dane.gov.pl/pl/institution/1314,gh-development-6-sp-z-oo",http://publications.europa.eu/resource/authority/data-theme/ECON
http://data.europa.eu/88u/dataset/0w5g2pcmjxubwxqyboudea,Butter - distribution of enterprises by volume of annual production,http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/ECON|http://publications.europa.eu/resource/authority/data-theme/ENVI
http://data.europa.eu/88u/dataset/arakjeuuperhgmtjbyq,"Employed persons by working time flexibility, economic activity (NACE Rev. 2) and occupation (2019)",http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/HEAL|http://publications.europa.eu/resource/authority/data-theme/JUST|http://publications.europa.eu/resource/authority/data-theme/SOCI
http://data.europa.eu/88u/dataset/https-dane-gov-pl-pl-dataset-1577-zatrudnienie-w-sluzbie-cywilnej,Zatrudnienie w służbie cywilnej,"https://dane.gov.pl/pl/institution/39,kancelaria-prezesa-rady-ministrow",http://publications.europa.eu/resource/authority/data-theme/GOVE
http://data.europa.eu/88u/dataset/habitat-point-records-from-1986-87-opru-hre-helford-river-survey,Habitat point records from 1986-87 OPRU HRE Helford River survey,nodeID://b686684736,http://publications.europa.eu/resource/authority/data-theme/ENVI
http://data.europa.eu/88u/dataset/cycmp1xi1amtz4sm5gnmq,Employed persons working at atypical working time by European socio-economic group - % of total employment,http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/HEAL|http://publications.europa.eu/resource/authority/data-theme/JUST|http://publications.europa.eu/resource/authority/data-theme/SOCI
http://data.europa.eu/88u/dataset/cultural-venues,Cultural Venues,nodeID://b686689938,http://publications.europa.eu/resource/authority/data-theme/SOCI
http://data.europa.eu/88u/dataset/6ifepxicjqurhidz3tobza,Enterprises which assess their future skill needs by type of training provided and NACE Rev. 1.1 activity - % of all enterprises,http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/HEAL|http://publications.europa.eu/resource/authority/data-theme/JUST|http://publications.europa.eu/resource/authority/data-theme/SOCI
http://data.europa.eu/88u/dataset/2wwmtbqp3t4hlrbp4romdq,"Difficulties in household activities by sex, age and use of home care services",http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/HEAL|http://publications.europa.eu/resource/authority/data-theme/JUST|http://publications.europa.eu/resource/authority/data-theme/SOCI
http://data.europa.eu/88u/dataset/https-dane-gov-pl-pl-dataset-3274-badania-br-nad-zastosowaniem-pochodnych-aminowych,Badania B+R nad zastosowaniem pochodnych aminowych oraz związków polimerowych do produkcji innowacyjnych preparatów do kondycjonowania wody w przemysłowych układach kotłowych i chłodniczych.,"https://dane.gov.pl/pl/institution/338,esc-global-sp-z-oo",http://publications.europa.eu/resource/authority/data-theme/TECH
http://data.europa.eu/88u/dataset/d4bc753c-7b19-453b-9e03-2fbbc8d101c8,UDP - Arrivals,http://publications.europa.eu/resource/authority/corporate-body/JRC,http://publications.europa.eu/resource/authority/data-theme/ECON
http://data.europa.eu/88u/dataset/22524602-bundesamt-fur-statistik-bfs,Bankruptcy proceedings and debt collection proceedings,https://www.bfs.admin.ch/,http://publications.europa.eu/resource/authority/data-theme/ECON
http://data.europa.eu/88u/dataset/consolidated-list-of-persons-groups-and-entities-subject-to-eu-financial-sanctions-fisma,"[DEPRECATED] Consolidated list of persons, groups and entities subject to EU financial sanctions",http://publications.europa.eu/resource/authority/corporate-body/FPI,http://publications.europa.eu/resource/authority/data-theme/GOVE|http://publications.europa.eu/resource/authority/data-theme/INTR
http://data.europa.eu/88u/dataset/https-dane-gov-pl-pl-dataset-750-wykazy-nieruchomosci-objetych-miedzynarodowymi-ukadami-indemnizacyjnymi,Wykazy nieruchomości objętych międzynarodowymi układami indemnizacyjnymi,"https://dane.gov.pl/pl/institution/13,ministerstwo-finansow",http://publications.europa.eu/resource/authority/data-theme/GOVE
http://data.europa.eu/88u/dataset/hclgubjo3jxpzaqfgmeg,In-patient average length of stay (days) by NUTS 2 region - males,http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/ECON|http://publications.europa.eu/resource/authority/data-theme/GOVE|http://publications.europa.eu/resource/authority/data-theme/HEAL|http://publications.europa.eu/resource/authority/data-theme/JUST|http://publications.europa.eu/resource/authority/data-theme/REGI|http://publications.europa.eu/resource/authority/data-theme/SOCI
http://data.europa.eu/88u/dataset/spend-over-25k-erewash-ccg,Spend over 25k Erewash CCG,nodeID://b693932278,http://publications.europa.eu/resource/authority/data-theme/GOVE
http://data.europa.eu/88u/dataset/3vy1xs4nlr174tsbleiow,"Employees by level of difficulty to take one or two days of leave at short notice, type of employment contract and size of the local unit (2019)",http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/HEAL|http://publications.europa.eu/resource/authority/data-theme/JUST|http://publications.europa.eu/resource/authority/data-theme/SOCI
http://data.europa.eu/88u/dataset/iycknab811kaxjnav10lg,"Enterprises managed by the founder, by branch experience (2005)",http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/ECON
http://data.europa.eu/88u/dataset/https-data-gov-lt-datasets-2314-,Investment of the Lithuanian Rural Development Programme 2014-2020 measure “Application of preventive measures against damage to wolf farmed animals”,nodeID://b5363226018,http://publications.europa.eu/resource/authority/data-theme/AGRI
http://data.europa.eu/88u/dataset/wxqkzm8ox1qjyknuxjqjaw,Expenditure on social protection as percentage of GDP,http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/HEAL|http://publications.europa.eu/resource/authority/data-theme/JUST|http://publications.europa.eu/resource/authority/data-theme/SOCI
http://data.europa.eu/88u/dataset/eyenpuyunaigboyspymsgw,Disposable income of households (with expenditure greater than zero) spent on essential goods and services by risk of income poverty or social exclusion - experimental statistics,http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/HEAL|http://publications.europa.eu/resource/authority/data-theme/JUST|http://publications.europa.eu/resource/authority/data-theme/SOCI
http://data.europa.eu/88u/dataset/organogram-human-fertilisation-and-embryology-authority,Organogram of Staff Roles & Salaries,nodeID://b3220782755,http://publications.europa.eu/resource/authority/data-theme/GOVE
http://data.europa.eu/88u/dataset/organogram-uk-debt-management-office,Organogram of Staff Roles & Salaries,nodeID://b3221117573,http://publications.europa.eu/resource/authority/data-theme/GOVE
http://data.europa.eu/88u/dataset/https-dane-gov-pl-pl-dataset-2205-pomoc-publiczna-formy-pomocy,Pomoc Publiczna - formy pomocy,"https://dane.gov.pl/pl/institution/26,uokik",http://publications.europa.eu/resource/authority/data-theme/GOVE
http://data.europa.eu/88u/dataset/gkhmlnk20hhmuuj5ehokeg,DSL subscriptions share in fixed broadband,http://publications.europa.eu/resource/authority/corporate-body/CNECT,http://publications.europa.eu/resource/authority/data-theme/TECH
http://data.europa.eu/88u/dataset/oylcrkgj5gfjj1mlqau6g,European Union trade mark (EUTM) applications per million population by NUTS 3 region (1996-2015),http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/ECON|http://publications.europa.eu/resource/authority/data-theme/GOVE|http://publications.europa.eu/resource/authority/data-theme/REGI|http://publications.europa.eu/resource/authority/data-theme/SOCI|http://publications.europa.eu/resource/authority/data-theme/TECH
